,objectid,iso3,adm2_name,adm2_altnm,adm2_id,adm1_name,adm1_id,adm0_name,adm0_id,mapclr,rb,disp_area,salb_id,source,source_id,source_date,lst_update,validity,ID,Gov_ID,Gov_PCode,Gov_NAM_En,Gov_NAM_Ar,Dis_ID,Dis_NAM_En,Dis_NAM_Ar,ADM0_PCode
28,3010,YEM,Al Hawtah,الحوطه,1042951,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2514,01/02/2019,05/03/2021,0,263,25,YE25,Lahj,لحج,2514,Al  Hawtah,الحوطة,YE
29,3011,YEM,Al Haymah Ad Dakhiliyah,الحيمة الداخليه,1042952,Sana'a,903647,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2308,01/02/2019,05/03/2021,0,309,23,YE23,Sana'a,صنعاء,2308,Al Haymah Ad Dakhiliyah,الحيمة الداخلية,YE
30,3012,YEM,Al Haymah Al Kharijiyah,الحيمة الخارجيه,1042953,Sana'a,903647,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2309,01/02/2019,05/03/2021,0,134,23,YE23,Sana'a,صنعاء,2309,Al Haymah Al Kharijiyah,الحيمة الخارجية,YE
31,3013,YEM,Al Hazm,الحزم,1042954,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1605,01/02/2019,05/03/2021,0,38,16,YE16,Al Jawf,الجوف,1605,Al Hazm,الحزم,YE
32,3014,YEM,Al Hissn,الحصن,1042955,Sana'a,903647,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2315,01/02/2019,05/03/2021,0,142,23,YE23,Sana'a,صنعاء,2315,Al Husn,الحصن,YE
33,3015,YEM,Al Hujjaylah,الحجيله,1042956,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1811,01/02/2019,05/03/2021,0,143,18,YE18,Al Hudaydah,الحديدة,1811,Al Hajjaylah,الحجيلة,YE
34,3016,YEM,Al Humaydat,الحميدات,1042957,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1602,01/02/2019,05/03/2021,0,25,16,YE16,Al Jawf,الجوف,1602,Al Humaydat,الحميدات,YE
35,3017,YEM,Al Husha,الحشاء,1042958,Ad Dali',903631,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE3009,01/02/2019,05/03/2021,0,227,30,YE30,Al Dhale'e,الضالع,3009,Al Husha,الحشاء,YE
36,3018,YEM,Al Ja'fariyyah,الجعفريه,1042959,Raymah,903645,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE3106,01/02/2019,05/03/2021,0,170,31,YE31,Raymah,ريمة,3106,Mazhar,الجعفرية,YE
37,3019,YEM,Al Jabin,الجبين,1042960,Raymah,903645,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE3103,01/02/2019,05/03/2021,0,306,31,YE31,Raymah,ريمة,3103,As Salafiyah,الجبين,YE
38,3020,YEM,Al Jamimah,الجميمه,1042961,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1708,01/02/2019,05/03/2021,0,60,17,YE17,Hajjah,حجة,1708,Al Jamimah,الجميمة,YE
39,3021,YEM,Al Jarrahi,الجراحي,1042962,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1825,01/02/2019,05/03/2021,0,193,18,YE18,Al Hudaydah,الحديدة,1825,Al Garrahi,الجراحي,YE
40,3022,YEM,Al Jubah,الجوبه,1042963,Ma'rib,903644,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2607,01/02/2019,05/03/2021,0,131,26,YE26,Marib,مأرب,2607,Al Jubah,الجوبة,YE
41,3023,YEM,Al Khabt,الخبت,1042964,Al Mahwit,903637,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2704,01/02/2019,05/03/2021,0,103,27,YE27,Al Mahwit,المحويت,2704,Al Khabt,الخبت,YE
42,3024,YEM,Al Khalaq,الخلق,1042965,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1609,01/02/2019,05/03/2021,0,58,16,YE16,Al Jawf,الجوف,1609,Al Khalq,الخلق,YE
43,3025,YEM,Al Khukhah,الخوخه,1042966,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1820,01/02/2019,05/03/2021,0,277,18,YE18,Al Hudaydah,الحديدة,1820,Al Khawkhah,الخوخه,YE
44,3026,YEM,Al Ma'afer,المعافر,1042967,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1521,01/02/2019,05/03/2021,0,251,15,YE15,Taizz,تعز,1521,Al Ma'afer,المعافر,YE
45,3027,YEM,Al Madan,المدان,1042968,Amran,903638,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2906,01/02/2019,05/03/2021,0,36,29,YE29,Amran,عمران,2906,Al Madan,المــدان,YE
46,3028,YEM,Al Madaribah Wa Al Aarah,المضاربة و العاره,1042969,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2513,01/02/2019,05/03/2021,0,324,25,YE25,Lahj,لحج,2513,Al Madaribah Wa Al Arah,المضاربة و العاره,YE
47,3029,YEM,Al Maflahi,المفلحي,1042970,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2503,01/02/2019,05/03/2021,0,231,25,YE25,Lahj,لحج,2503,Al Maflahy,المفلحي,YE
48,3030,YEM,Al Maghrabah,المغربه,1042971,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1717,01/02/2019,05/03/2021,0,320,17,YE17,Hajjah,حجة,1717,Al Maghrabah,المغربة,YE
49,3031,YEM,Al Mahabishah,المحابشه,1042972,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1715,01/02/2019,05/03/2021,0,287,17,YE17,Hajjah,حجة,1715,Al Mahabishah,المحابشة,YE
50,3032,YEM,Al Mahfad,المحفد,1042973,Abyan,903630,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1201,01/02/2019,05/03/2021,0,202,12,YE12,Abyan,أبين,1201,Al Mahfad,المحفد,YE
51,3033,YEM,Al Mahwit,المحويت,1042974,Al Mahwit,903637,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2709,01/02/2019,05/03/2021,0,101,27,YE27,Al Mahwit,المحويت,2709,Al Mahwait,المحويت,YE
52,3034,YEM,Al Mahwit City,مدينة المحويت,1042975,Al Mahwit,903637,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2708,01/02/2019,05/03/2021,0,107,27,YE27,Al Mahwit,المحويت,2708,Al Mahwait City,مدينة المحويت,YE
53,3035,YEM,Al Makha,المخاء,1042976,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1505,01/02/2019,05/03/2021,0,222,15,YE15,Taizz,تعز,1505,Maqbanah,المخاء,YE
54,3036,YEM,Al Makhadir,المخادر,1042977,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1107,01/02/2019,05/03/2021,0,197,11,YE11,Ibb,إب,1107,Al Makhadir,المخادر,YE
55,3037,YEM,Al Malah,الملاح,1042978,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2508,01/02/2019,05/03/2021,0,247,25,YE25,Lahj,لحج,2508,Al Milah,الملاح,YE
56,3038,YEM,Al Malajim,الملاجم,1042979,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1420,01/02/2019,05/03/2021,0,183,14,YE14,Al Bayda,البيضاء,1420,Al Malagim,الملاجم,YE
57,3039,YEM,Al Manar,المنار,1042980,Dhamar,903639,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2012,01/02/2019,05/03/2021,0,165,20,YE20,Dhamar,ذمار,2012,Al Manar,المنار,YE
58,3040,YEM,Al Mansurah,المنصوره,1042981,Aden,903632,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2403,01/02/2019,05/03/2021,0,268,24,YE24,Aden,عدن,2403,Al Mansura,المنصورة,YE
59,3041,YEM,Al Mansuriyah,المنصوريه,1042982,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1816,01/02/2019,05/03/2021,0,166,18,YE18,Al Hudaydah,الحديدة,1816,Al Mansuriyah,المنصورية,YE
60,3042,YEM,Al Maqatirah,المقاطره,1042983,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2512,01/02/2019,05/03/2021,0,260,25,YE25,Lahj,لحج,2512,Al Maqatirah,المقاطرة,YE
61,3043,YEM,Al Marawi'ah,المراوعه,1042984,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1813,01/02/2019,05/03/2021,0,147,18,YE18,Al Hudaydah,الحديدة,1813,Al Marawi'ah,المراوعة,YE
62,3044,YEM,Al Mashannah,المشنه,1042985,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1118,01/02/2019,05/03/2021,0,216,11,YE11,Ibb,إب,1118,Al Mashannah,المشنة,YE
63,3045,YEM,Al Masilah,المسيله,1042986,Al Maharah,903636,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2806,01/02/2019,05/03/2021,0,41,28,YE28,Al Maharah,المهرة,2806,Al Masilah,المسيلة,YE
64,3046,YEM,Al Maslub,المصلوب,1042987,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1607,01/02/2019,05/03/2021,0,51,16,YE16,Al Jawf,الجوف,1607,Al Maslub,المصلوب,YE
65,3047,YEM,Al Matammah,المطمه,1042988,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1603,01/02/2019,05/03/2021,0,35,16,YE16,Al Jawf,الجوف,1603,Al Matammah,المطمه,YE
66,3048,YEM,Al Mawasit,المواسط,1042989,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1522,01/02/2019,05/03/2021,0,255,15,YE15,Taizz,تعز,1522,Al Mawasit,المواسط,YE
67,3049,YEM,Al Miftah,المفتاح,1042990,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1716,01/02/2019,05/03/2021,0,67,17,YE17,Hajjah,حجة,1716,Al Miftah,المفتاح,YE
68,3050,YEM,Al Mighlaf,المغلاف,1042991,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1808,01/02/2019,05/03/2021,0,121,18,YE18,Al Hudaydah,الحديدة,1808,Al Mighlaf,المغلاف,YE
69,3051,YEM,Al Mina,الميناء,1042992,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1822,01/02/2019,05/03/2021,0,152,18,YE18,Al Hudaydah,الحديدة,1822,Al Mina,الميناء,YE
70,3052,YEM,Al Misrakh,المسراخ,1042993,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1511,01/02/2019,05/03/2021,0,285,15,YE15,Taizz,تعز,1511,Sabir Al Mawadim,المسراخ,YE
71,3053,YEM,Al Mu'alla,المعلا,1042994,Aden,903632,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2406,01/02/2019,05/03/2021,0,293,24,YE24,Aden,عدن,2406,Al Mualla,المعلا,YE
72,3054,YEM,Al Mudhaffar,المظفر,1042995,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1517,01/02/2019,05/03/2021,0,254,15,YE15,Taizz,تعز,1517,Hayfan,المظفر,YE
73,3055,YEM,Al Mukalla,المكلا,1042996,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1926,01/02/2019,05/03/2021,0,89,19,YE19,Hadramaut,حضرموت,1926,Huraidhah,حريضه,YE
74,3056,YEM,Al Mukalla City,مدينة المكلا,1042997,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1927,01/02/2019,05/03/2021,0,167,19,YE19,Hadramaut,حضرموت,1927,Al Mukalla City,NA,YE
75,3057,YEM,Al Munirah,المنيره,1042998,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1805,01/02/2019,05/03/2021,0,100,18,YE18,Al Hudaydah,الحديدة,1805,Al Munirah,المنيرة,YE
76,3058,YEM,Al Musaymir,المسيمير,1042999,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2509,01/02/2019,05/03/2021,0,325,25,YE25,Lahj,لحج,2509,Al Musaymir,المسيمير,YE
77,3059,YEM,Al Mutun,المتون,1043000,Al Jawf,903635,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1606,01/02/2019,05/03/2021,0,32,16,YE16,Al Jawf,الجوف,1606,Al Maton,المتون,YE
78,3060,YEM,Al Odayn,العدين,1043001,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1111,01/02/2019,05/03/2021,0,205,11,YE11,Ibb,إب,1111,Al Udayn,العدين,YE
79,3061,YEM,Al Qaff,القف,1043002,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1903,01/02/2019,05/03/2021,0,4,19,YE19,Hadramaut,حضرموت,1903,Al Qaf,القف,YE
80,3062,YEM,Al Qafr,القفر,1043003,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1101,01/02/2019,05/03/2021,0,321,11,YE11,Ibb,إب,1101,Al Qafr,القفر,YE
81,3063,YEM,Al Qahirah,القاهره,1043004,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1518,01/02/2019,05/03/2021,0,244,15,YE15,Taizz,تعز,1518,Al Mudhaffar,القاهرة,YE
82,3064,YEM,Al Qanawis,القناوص,1043005,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1806,01/02/2019,05/03/2021,0,280,18,YE18,Al Hudaydah,الحديدة,1806,Al Qanawis,القناوص,YE
83,3065,YEM,Al Qatn,القطن,1043006,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1907,01/02/2019,05/03/2021,0,43,19,YE19,Hadramaut,حضرموت,1907,Al Qatn,القطن,YE
84,3066,YEM,Al Qubaytah,القبيطه,1043007,Lahj,903643,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2510,01/02/2019,05/03/2021,0,250,25,YE25,Lahj,لحج,2510,Al Qabbaytah,القبيطه,YE
85,3067,YEM,Al Quraishyah,القريشيه,1043008,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1414,01/02/2019,05/03/2021,0,161,14,YE14,Al Bayda,البيضاء,1414,Al Quraishyah,القريشية,YE
86,3068,YEM,Al Wadi',الوضيع,1043009,Abyan,903630,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1208,01/02/2019,05/03/2021,0,230,12,YE12,Abyan,أبين,1208,Al Wade'a,الوضيع,YE
87,3069,YEM,Al Wazi'yah,الوازعيه,1043010,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1515,01/02/2019,05/03/2021,0,258,15,YE15,Taizz,تعز,1515,Ash Shamayatayn,الوازعية,YE
88,3070,YEM,Al Wehdah,الوحده,1043011,Sana'a City,903648,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1306,01/02/2019,05/03/2021,0,126,13,YE13,Amanat Al Asimah,أمانة العاصمة,1306,Al Wahdah,الوحدة,YE
89,3071,YEM,Alluhayah,اللحيه,1043012,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1802,01/02/2019,05/03/2021,0,281,18,YE18,Al Hudaydah,الحديدة,1802,Alluheyah,اللحية,YE
90,3072,YEM,Amd,عمد,1043013,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1921,01/02/2019,05/03/2021,0,98,19,YE19,Hadramaut,حضرموت,1921,Amd,عمد,YE
91,3073,YEM,Amran,عمران,1043014,Amran,903638,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2915,01/02/2019,05/03/2021,0,307,29,YE29,Amran,عمران,2915,Amran,عمران,YE
92,3074,YEM,An Nadirah,النادره,1043015,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1104,01/02/2019,05/03/2021,0,330,11,YE11,Ibb,إب,1104,An Nadirah,النادرة,YE
93,3075,YEM,Ans,عنس,1043016,Dhamar,903639,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2010,01/02/2019,05/03/2021,0,178,20,YE20,Dhamar,ذمار,2010,Anss,عنس,YE
94,3076,YEM,Ar Radmah,الرضمه,1043017,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1103,01/02/2019,05/03/2021,0,195,11,YE11,Ibb,إب,1103,Ar Radmah,الرضمة,YE
95,3077,YEM,Ar Rawdah,الروضه,1043018,Shabwah,903649,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2115,01/02/2019,05/03/2021,0,159,21,YE21,Shabwah,شبوة,2115,Ar Rawdah,الروضه,YE
96,3078,YEM,Ar Raydah wa Qussay'ar,الريدة وقصيعر,1043019,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1913,01/02/2019,05/03/2021,0,106,19,YE19,Hadramaut,حضرموت,1913,Ar Raydah Wa Qusayar,الريده وقصيعر,YE
97,3079,YEM,Ar Rujum,الرجم,1043020,Al Mahwit,903637,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2703,01/02/2019,05/03/2021,0,104,27,YE27,Al Mahwit,المحويت,2703,Ar Rujum,الرجم,YE
98,3080,YEM,Ar Ryashyyah,الرياشيه,1043021,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1418,01/02/2019,05/03/2021,0,316,14,YE14,Al Bayda,البيضاء,1418,Ar Ryashyyah,الرياشية,YE
99,3081,YEM,Arhab,ارحب,1043022,Sana'a,903647,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2302,01/02/2019,05/03/2021,0,63,23,YE23,Sana'a,صنعاء,2302,Arhab,ارحب,YE
100,3082,YEM,Arma'a,عرماء,1043023,Shabwah,903649,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2104,01/02/2019,05/03/2021,0,86,21,YE21,Shabwah,شبوة,2104,Arma,عرماء,YE
101,3083,YEM,As Sa'id,الصعيد,1043024,Shabwah,903649,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2112,01/02/2019,05/03/2021,0,189,21,YE21,Shabwah,شبوة,2112,As Said,الصعيد,YE
102,3084,YEM,As Sab'in,السبعين,1043025,Sana'a City,903648,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1305,01/02/2019,05/03/2021,0,128,13,YE13,Amanat Al Asimah,أمانة العاصمة,1305,As Sabain,السبعين,YE
103,3085,YEM,As Sabrah,السبره,1043026,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1114,01/02/2019,05/03/2021,0,217,11,YE11,Ibb,إب,1114,As Sabrah,السبرة,YE
104,3086,YEM,As Saddah,السده,1043027,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1106,01/02/2019,05/03/2021,0,196,11,YE11,Ibb,إب,1106,As Saddah,السدة,YE
105,3087,YEM,As Safiyah,الصافيه,1043028,Sana'a City,903648,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1304,01/02/2019,05/03/2021,0,125,13,YE13,Amanat Al Asimah,أمانة العاصمة,1304,Assafi'yah,الصافية,YE
106,3088,YEM,As Safra,الصفراء,1043029,Sa'dah,903646,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2212,01/02/2019,05/03/2021,0,296,22,YE22,Sa'ada,صعدة,2212,As Safra,الصفراء,YE
107,3089,YEM,As Saiyani,السياني,1043030,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1115,01/02/2019,05/03/2021,0,220,11,YE11,Ibb,إب,1115,As Sayyani,السياني,YE
108,3090,YEM,As Salafiyyah,السلفيه,1043031,Raymah,903645,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE3102,01/02/2019,05/03/2021,0,162,31,YE31,Raymah,ريمة,3102,Al Jabin,السلفية,YE
109,3091,YEM,As Salif,الصليف,1043032,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1804,01/02/2019,05/03/2021,0,279,18,YE18,Al Hudaydah,الحديدة,1804,As Salif,الصليف,YE
110,3092,YEM,As Sawadiyah,السواديه,1043033,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1411,01/02/2019,05/03/2021,0,315,14,YE14,Al Bayda,البيضاء,1411,As Sawadiyah,السوادية,YE
111,3093,YEM,As Sawd,السود,1043034,Amran,903638,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2914,01/02/2019,05/03/2021,0,74,29,YE29,Amran,عمران,2914,As Sawd,السود,YE
112,3094,YEM,As Sawm,السوم,1043035,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1912,01/02/2019,05/03/2021,0,22,19,YE19,Hadramaut,حضرموت,1912,As Sawm,السوم,YE
113,3095,YEM,As Sawma'ah,الصومعه,1043036,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1404,01/02/2019,05/03/2021,0,191,14,YE14,Al Bayda,البيضاء,1404,As Sawma'ah,الصومعة,YE
114,3096,YEM,As Silw,الصلو,1043037,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1513,01/02/2019,05/03/2021,0,249,15,YE15,Taizz,تعز,1513,Dimnat Khadir,الصلو,YE
115,3097,YEM,As Sudah,السوده,1043038,Amran,903638,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2913,01/02/2019,05/03/2021,0,62,29,YE29,Amran,عمران,2913,As Sudah,السوده,YE
116,3098,YEM,As Sukhnah,السخنه,1043039,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1815,01/02/2019,05/03/2021,0,158,18,YE18,Al Hudaydah,الحديدة,1815,As Sukhnah,السخنة,YE
117,3099,YEM,Ash Sha'ir,الشعر,1043040,Ibb,903642,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1105,01/02/2019,05/03/2021,0,208,11,YE11,Ibb,إب,1105,Ash Sha'ir,الشعر,YE
118,3100,YEM,Ash shaghadirah,الشغادره,1043041,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1725,01/02/2019,05/03/2021,0,91,17,YE17,Hajjah,حجة,1725,Ash Shaghadirah,الشغادرة,YE
119,3101,YEM,Ash Shahil,الشاهل,1043042,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1721,01/02/2019,05/03/2021,0,73,17,YE17,Hajjah,حجة,1721,Ash Shahil,الشاهل,YE
120,3102,YEM,Ash Shamayatayn,الشمايتين,1043043,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1514,01/02/2019,05/03/2021,0,253,15,YE15,Taizz,تعز,1514,As Silw,الشمايتين,YE
121,3103,YEM,Ash Sharyah,الشريه,1043044,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1419,01/02/2019,05/03/2021,0,181,14,YE14,Al Bayda,البيضاء,1419,Ash Sharyah,الشرية,YE
122,3104,YEM,Ash Shaykh Othman,الشيخ عثمان,1043045,Aden,903632,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2402,01/02/2019,05/03/2021,0,266,24,YE24,Aden,عدن,2402,Ash Shaikh Outhman,الشيخ عثمان,YE
123,3105,YEM,Ash Shihr,الشحر,1043046,Hadramawt,903640,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1915,01/02/2019,05/03/2021,0,130,19,YE19,Hadramaut,حضرموت,1915,Ash Shihr,الشحر,YE
124,3106,YEM,Ash Shu'ayb,الشعيب,1043047,Ad Dali',903631,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE3004,01/02/2019,05/03/2021,0,223,30,YE30,Al Dhale'e,الضالع,3004,Ash Shu'ayb,الشعيب,YE
125,3107,YEM,Aslam,اسلم,1043048,Hajjah,903641,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1712,01/02/2019,05/03/2021,0,49,17,YE17,Hajjah,حجة,1712,Aslem,اسلم,YE
126,3108,YEM,At Ta'iziyah,التعزيه,1043049,Ta'iz,903651,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1520,01/02/2019,05/03/2021,0,242,15,YE15,Taizz,تعز,1520,Salh,التعزية,YE
127,3109,YEM,At Taffah,الطفه,1043050,Al Bayda,903633,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1407,01/02/2019,05/03/2021,0,188,14,YE14,Al Bayda,البيضاء,1407,At Taffah,الطفة,YE
128,3110,YEM,At Tahrir,التحرير,1043051,Sana'a City,903648,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1307,01/02/2019,05/03/2021,0,123,13,YE13,Amanat Al Asimah,أمانة العاصمة,1307,At Tahrir,التحرير,YE
129,3111,YEM,At Talh,الطلح,1043052,Shabwah,903649,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2102,01/02/2019,05/03/2021,0,119,21,YE21,Shabwah,شبوة,2102,Al Talh,الطلح,YE
130,3112,YEM,At Tawahi,التواهي,1043053,Aden,903632,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2405,01/02/2019,05/03/2021,0,271,24,YE24,Aden,عدن,2405,Attawahi,التواهي,YE
131,3113,YEM,At Tawilah,الطويله,1043054,Al Mahwit,903637,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2702,01/02/2019,05/03/2021,0,97,27,YE27,Al Mahwit,المحويت,2702,At Tawilah,الطويلة,YE
132,3114,YEM,At Tuhayta,التحيتا,1043055,Al Hodeidah,903634,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE1826,01/02/2019,05/03/2021,0,276,18,YE18,Al Hudaydah,الحديدة,1826,At Tuhayat,التحيتا,YE
133,3115,YEM,At Tyal,الطيال,1043056,Sana'a,903647,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2313,01/02/2019,05/03/2021,0,292,23,YE23,Sana'a,صنعاء,2313,Attyal,الطيال,YE
134,3116,YEM,Ataq,عتق,1043057,Shabwah,903649,Yemen,269,YEM,RBC,no,NA,CSO (OCHA Yemen),YE2113,01/02/2019,05/03/2021,0,164,21,YE21,Shabwah,شبوة,2113,Ataq,عتق,YE
